id,n_carton,fonds,type_de_document,auteur,auteur_bis,titre,couverture,langue,edition,datation,contenu,etat,ancien_proprietaire,notes,don,emplacement_initial_dans_la_bibliotheque
110,133,1870,Article de journal,,,Terrible drame à Velaine-sous-Amance. Tué d'un coup de fourche au cur.,Papier,Français,L'Est républicain n°9764,,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
111,133,1870,Article de journal,,,Congrès des sciences sociales.,Papier,Français,L'Est républicain n°9765,,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
112,133,1870,Article de journal,,,Le Ministre de l'Agriculture à Senones.,Papier,Français,L'Est républicain n°9766,,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
113,133,1870,Article de journal,,,Nancy. La journée. Avis municipaux. ,Papier,Français,L'Est républicain n°9767,,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
114,133,1870,Article de journal,Emile Chantriot,,L'incendie du Palais Ducal.,Papier,Français,L'Est républicain n°9778,lundi 20 juillet 1914,Article sur l'occupation allemande en Lorraine,Correct,,,,1er étage travée 28 (2)
117,133,1870,Article de journal,,,Tribunaux. Souvenirs impériaux.,Papier,Français,Le Temps,vendredi 10 mai 1907,Article sur un jugement datant du 12 février 1879.,Correct,,,,1er étage travée 28 (2)
118,133,1870,Article de journal,Adolphe Brisson,,Chronique théâtrale. Paris et le Théâtre pendant la guerre de 1870.,Papier,Français,Le Temps,lundi 9 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
119,133,1870,Article de journal,,,M. Millerand aux armées.,Papier,Français,Le Temps,mardi 10 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
120,133,1870,Article de journal,,,La victoire russe.,Papier,Français,Le Temps,mercredi 11 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
121,133,1870,Article de journal,,,La bataille de Flandre.,Papier,Français,Le Temps,jeudi 12 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
122,133,1870,Article de journal,,,Les classes de français en Haute-Alsace.,Papier,Français,Le Temps,vendredi 13 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
123,133,1870,Article de journal,,,L'or et le pain en Allemagne et en Autriche-Hongrie.,Papier,Français,Le Temps,samedi 14 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
124,133,1870,Article de journal,,,La disette en Allemagne.,Papier,Français,Le Temps,dimanche 8 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,,,1er étage travée 28 (2)
125,133,1870,Article de journal,,,La propagande allemande en Hollande.,Papier,Français,Le Temps,lundi 9 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
126,133,1870,Article de journal,Adolphe Aderer,,L'Académie française en 1870.,Papier,Français,,dimanche 29 octobre 1916,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
127,133,1870,Article de journal,Adolphe Brisson,,Chronique théâtrale. Paris et le Théâtre pendant la guerre de 1870.,Papier,Français,Le Temps,lundi 16 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
128,133,1870,Article de journal,,,Le militarisme et la culture allemande.,Papier,Français,Le Temps,dimanche 15 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
129,133,1870,Article de journal,,,Pour garder l'or en Allemagne.,Papier,Français,Le Temps,dimanche 15 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
130,133,1870,Article de journal,,,Les inventions de la presse allemande.,Papier,Français,Le Temps,dimanche 15 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
132,133,1870,Article de journal,,,La neutralité du Danemark et des Pays-Bas.,Papier,Français,Le Temps,dimanche 15 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
133,133,1870,Article de journal,,,A l'Opéra.,Papier,Français,Le Temps,lundi 16 novembre 1914,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
134,133,1870,Article de journal,,,Pendant la guerre.,Papier,Français,Le Temps,25 juillet 1893,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
135,133,1870,Article de journal,Baron de Ring,,Correspondance.,Papier,Français,Le Temps,lundi 28 septembre 1903,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
136,133,1870,Article de journal,,,Théâtres.,Papier,Français,Le Temps,mercredi 30 septembre 1903,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
137,133,1870,Article de journal,M. D.,,Lettres d'Edmond Scherer en 1870.,Papier,Français,Le Temps,1er février 1906,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
138,133,1870,Article de journal,,,Parade militaire.,Papier,Français,Le Temps,mercredi 31 janvier 1906,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
139,133,1870,Article de journal,,,Dépêches commerciales.,Papier,Français,Le Temps,1er février 1906,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
140,133,1870,Article de journal,Gaston Deschamps,,La vie littéraire. Les récréations d'un professeur allemand. ,Papier,Français,Le Temps n°13459,10 avril 1898,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
141,133,1870,Article de journal,,,Bulletin de l'étranger.,Papier,Français,Le Temps n°13460,10 avril 1898,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
142,133,1870,Article de journal,Le maire Puenne,,Souvenir de la guerre Franco-allemande.,Papier,Français,,samedi 31 octobre 1908,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
143,133,1870,Article de journal,,,Au jour le jour. Cérémonies patriotiques.,Papier,Français,,24 juillet 1894,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
144,133,1870,Article de journal,Gaston Deschamps,,La vie littéraire. De quelques livres nouveaux.,Papier,Français,Le Temps,15-juin-01,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
145,133,1870,Article de journal,,,A propos du monument de Moulineux.,Papier,Français,,15-mars-05,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
146,133,1870,Article de journal,,,Lectures françaises. Allemands en campagne (1870-71).,Papier,Français,Le Temps,28 mai 1894,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
147,133,1870,Article de journal,,,Affaires militaires. Armée.,Papier,Français,,18 mai 1894,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
148,133,1870,Article de journal,,,La parole d'honneur d'un général français.,Papier,Français,,6 janvier 1894,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
149,133,1870,Article de journal,,,Dépêches télégraphiques.,Papier,Français,,5 janvier 1894,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
150,133,1870,Article de journal,,,Affaires militaires. La mort du trompette Toch.,Papier,Français,,23 juin 1898,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
151,133,1870,Article de journal,Michel Delines,,Notes de lectures (étranger). L'université allemande et l'université russe en 1870.,Papier,Français,Le Temps,6 septembre 1897,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
152,133,1870,Article de journal,,,,Papier,Français,,1890,Article sur les livres portant sur la guerre de 1870.,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
153,133,1870,Article de journal,Fulbert Dumonteil,,La Carabine.,Papier,Français,La Paix,,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
156,133,1870,Article de journal,,,Lectures étrangères. Au grand quartier général prussien (1870).,Papier,Français,,Août 1904,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
157,133,1870,Article de journal,,,Chez Berger-Levrault.,Papier,Français,,dimanche 26 mars 1905,Article sur l'ouvrage de Pierre Lehautcourt Guerre de 1870-1871.,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
158,133,1870,Article de journal,,,Livres nouveaux.,Papier,Français,,,Article sur les ouvrages Froeschwiller. Sedan et la Commune. Publiés par M. Le Pelletier d'Autray en 1910 chez Perrin.,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
159,133,1870,Article de journal,,,Notes et Lectures (étranger). Une correspondance de Guillaume Ier.,Papier,Français,Le Temps,7 mars 1897,Article de journal. Le sujet correspond au titre. ,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
160,133,1870,Article de journal,,,Lectures étrangères. Un conseil de guerre allemand en 1870.,Papier,Français,Le Temps,30 janvier 1894,Article sur la Gazette nationale.,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
161,133,1870,Article de journal,,,Bibliographie.,Papier,Français,La Paix,Articles sur les instituteurs de l'Aisne pendant la guerre de 1870-1871,Bibliographie.,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
162,133,1870,Article de journal,,,Lectures françaises. Lettre d'un officier allemand.,Papier,Français,Le Temps,22 décembre 1893,Article publiant la lettre d'un officier allemand écrite le 13 septembre 1870.,Correct,,"Pochette ""La guerre de 1870""",,1er étage travée 28 (2)
163,133,1870,Article de journal,,,Notes et Lectures (étranger). Souvenirs d'un aumônier militaire prussien en 1870.,Papier,Français,Le Temps,17 septembre 1898,Article sur les dires d'un aumônier prussien en 1870.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
164,133,1870,Article de journal,,,Variétés. Prisonnier.,Papier,Français,,avril 1899,Article qui ressemble à une récit imaginé.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
165,133,1870,Article de journal,,,Bibliographie.,Papier,Français,,,"Article sur Mme Conrad de Witt, la fille de françois Guizot.",Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
166,133,1870,Article de journal,,,Les souvenirs d'un ruse sur la guerre de 1870.,Papier,Français,,,Témoignage d'un russe sur la guerre de 1870.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
167,133,1870,Article de journal,,,Les mémoires de la comtesse Dash.,Papier,Français,,,"Article sur l'ouvrage Mémoires des autres de Mme la comtesse Dash, marquise de Saint-Mars.",Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
168,133,1870,Article de journal,,,"Livres nouveaux. L'invasion, le Siège, la Commune. ",Papier,Français,,samedi 30 novembre 1907,Article sur le livre de M. Armand Dayot publié chez Flammarion.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
173,133,1870,Article de journal,,,3 octobre 1888.,Papier,Français,,3 octobre 1888,Témoignage de la guerre de 1870.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
176,133,1870,Article de journal,,,Le livre d'or de 1870.,Papier,Français,,,Article sur le livre de M. Gaston Armelin.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
178,133,1870,Article de journal,,,L'invasion.,Papier,Français,,mardi 1 juillet 1913,Article sur le livre Les horreurs de l'invasion publié chez Berger-Levrault.,Correct,,"Au dos on retouve un cours de mathématique daté du 14 octobre 1908. Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
179,133,1870,Article de journal,,,Tableau de l'année tragique (1870-1871).,Papier,Français,,lundi 28 janvier 1901,Anthologie de la guerre de 1870.,Correct,,"Au dos on retrouve un plan avec des mesures. Pochette ""Bibliographie de la guere de 1870""",,1er étage travée 28 (2)
181,133,1870,Article de journal,,,Livres nouveaux. Histoire de la guerre de 1870-1871.,Papier,Français,,vendredi 17 mars 1905,Article sur le livre des frères Margueritte.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
184,133,1870,Article de journal,Librairie des Connaissances utiles,,Histoire générale de la guerre de 1870-71.,Papier,Français,,,Publicité pour un ouvrage.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
186,133,1870,Article de journal,Editions Tallendier,,Histoire générale de la guerre franco-allemande.,Papier,Français,,,Publicité pour un ouvrage.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
188,133,1870,Article de journal,,,La petite histoire. En parlementaire. ,Papier,Français,,mercredi 10 août 1910,Article sur le vicomte Aragonnès d'Orcet.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
189,133,1870,Article de journal,,,Variétés. Lettres d'un officier prussien pendant la guerre de 1870,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
191,133,1870,Article de journal,,,Livres nouveaux. Tableaux de l'année tragique.,Papier,Français,,,Article sur un livre publié chez Hachette en 1901.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
193,133,1870,Article de journal,,,Librairie. ,Papier,Français,,24 juin 1898,Article sur un livre parut chez Dentu.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
194,133,1870,Article de journal,,,Librairie. ,Papier,Français,,6 septembre 1898,Article sur un livre parut chez Flammarion.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
196,133,1870,Article de journal,,,Sur la guerre franco-allemande.,Papier,Français,,dimanche 21 octobre 1906,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
197,133,1870,Article de journal,,,Dernières nouvelles du palais.,Papier,Français,,lundi 20 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
198,133,1870,Article de journal,,,Nouvelles de l'étranger. Un point d'histoire. ,Papier,Français,,lundi 1 août 1910,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
199,133,1870,Article de journal,Gaston Deschamps,,La vie littéraire.,Papier,Français,Le Temps,dimanche 23 août 1908,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
200,133,1870,Article de journal,,,Un attaché militaire prussien à Paris.,Papier,Français,Le Temps,lundi 8 janvier 1906,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
201,133,1870,Article de journal,,,Dernières dépêches.,Papier,Français,Le Temps,jeudi 4 janvier 1906,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
202,133,1870,Article de journal,,,La situation et les électeurs.,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
205,133,1870,Article de journal,,,3 octobre 1888.,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
206,133,1870,Article de journal,,,Le parti ouvier. Un congrès régional. ,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
207,133,1870,Article de journal,,,,Papier,Français,,,Article sur la candidature d'Hahenzollern.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
208,133,1870,Article de journal,,,Lectures françaies. Un carnet d'un officier Bavarois.,Papier,Français,Le Temps,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
209,133,1870,Article de journal,,,Bibliographie.,Papier,Français,,,Article sur le livre Les armées de province en 1870-71.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
211,133,1870,Article de journal,,,Souvenirs de Frédéric III.,Papier,Français,La Paix,jeudi 2 mars 1905,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
212,133,1870,Article de journal,,,Le journal de Frédéric III.,Papier,Français,Le journal républicain,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
213,133,1870,Article de journal,,,Au palais de l'Elysée.,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
214,133,1870,Article de journal,,,Récits militaires.,Papier,Français,La Paix,21 novembre 1884,Bibliographie.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
215,133,1870,Article de journal,Gaston Deschamps,,"La vie littératire. M. de Vogué, romancier. ",Papier,Français,Le Temps,dimanche 11 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
216,133,1870,Article de journal,,,Les grèves du Nord.,Papier,Français,Le Temps,vendredi 9 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
217,133,1870,Article de journal,,,Bulletin de l'étranger.,Papier,Français,Le Temps,samedi 10 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
218,133,1870,Article de journal,,,Dépêches télégraphiques.,Papier,Français,Le Temps,samedi 10 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
219,133,1870,Article de journal,,,Dernière heure.,Papier,Français,Le Temps,dimanche 11 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
220,133,1870,Article de journal,,,En Indo-Chine.,Papier,Français,Le Temps,dimanche 11 octobre 1903,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
221,133,1870,Article de journal,,,,Papier,Français,,mercredi 15 mars 1905,Bibliographie.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
222,133,1870,Article de journal,A. M. E de Kératry et MM. Paul et Victor Margueritte,,Deux lettres ouvertes.,Papier,Français,Le Temps,samedi 9 mars 1901,Lettre ouverte à Paul et Victor Margueritte et leur réponse à A. M. E. de Kératry.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
223,133,1870,Article de journal,Gaston Deschamps,,La vie littéraire. Plaidoyers pour la nation française.,Papier,Français,Le Temps,1er décembre 1901,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
224,133,1870,Article de journal,Gaston Deschamps,,La vie littéraire. La guerre. ,Papier,Français,Le Temps,janvier 1898,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
225,133,1870,Article de journal,,,La vie littéraire. Les tronçons du glaive.,Papier,Français,Le Temps,dimanche 20 janvier 1901,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
226,133,1870,Article de journal,Gaston Deschamps,,La vie littéraire. La guerre. ,Papier,Français,Le Temps,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
229,133,1870,Article de journal,,,L'impérialisme allemand.,Papier,Français,,jeudi 16 mars 1905,Article sur un ouvrage de Maurice Loir.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
230,133,1870,Article de journal,,,Le conflit avec l'Allemagne en 1875.,Papier,Français,,,Article de journal. Le sujet correspond au titre.,Correct,,"Pochette ""Bibliographie de la guerre de 1870""",,1er étage travée 28 (2)
